5.61358	2.01864	5.26596
3.4073	1.72339	1.32187
5.28007	0.107792	4.95407
1.45285	5.09976	0.961697
4.5679	4.82261	5.78293
5.29423	0.880753	0.709709
3.63248	5.45978	2.70637
5.19326	0.310286	1.78546
0.951866	2.80321	6.21283
2.46829	0.949321	0.069622
2.71306	2.34911	5.47963
2.09274	2.95171	6.6885
2.87547	6.38814	3.7658
3.01509	2.03743	6.58454
2.72484	3.63188	1.52043
5.58966	4.61918	5.83049
0.700154	6.59562	6.28049
2.07899	4.04699	4.09244
0.104433	2.56124	1.16688
1.89221	2.92776	1.3621
1.40263	2.42841	3.22471
4.2916	3.93896	4.29166
5.39999	3.1046	5.16515
0.493965	5.44883	5.60004
0.0924888	6.08049	1.24438
0.286537	0.324361	4.14426
4.92698	5.98627	1.43329
1.71147	1.58986	4.23697
1.86706	1.89843	6.38463
1.33265	3.79561	4.90511
3.41739	3.18657	4.47741
0.14731	5.21971	0.457805
0.537067	1.61203	0.0398329
3.47685	4.20429	5.10633
1.12324	0.174478	2.48029
2.23556	0.340048	2.80732
4.53597	0.0909094	0.907102
5.52758	5.46083	2.91307
3.72193	0.867434	2.12734
0.0506379	2.52016	0.111155
6.40449	6.31	0.262053
0.428136	4.5172	6.41163
1.80123	5.06935	2.06728
2.78078	5.00692	2.22578
3.34366	0.888513	0.559586
1.83636	2.02052	1.81797
4.03761	5.4327	1.69777
3.70639	1.14952	4.94478
2.13405	4.05612	5.81178
1.92148	5.01085	0.0160004
1.00583	5.44799	6.4773
2.95858	3.30637	6.10814
3.77871	3.25032	1.6574
1.99694	5.57425	3.95983
4.24266	5.78657	0.424725
0.820797	2.7381	5.12374
5.36584	5.10606	1.84712
0.4824	0.590059	0.403767
2.04364	2.96765	2.44957
2.16257	6.45502	1.9183
1.84367	3.06436	5.59732
4.39232	2.78662	4.34837
0.241296	6.23356	2.28348
6.3345	5.27307	2.0917
6.032	5.45547	6.43662
3.58808	6.61439	0.489043
4.50674	1.48953	4.29453
0.510673	6.23602	3.42597
5.59701	2.44486	1.369
3.9114	6.57984	1.79687
4.63467	4.92789	2.65885
3.89206	6.13779	3.43739
6.1334	3.33564	1.60849
1.28528	3.78859	6.45966
1.06007	1.04212	3.39221
3.19079	3.16066	0.573006
5.52218	2.93406	6.19267
6.36154	0.481826	4.9273
6.3257	0.443433	1.04878
4.46874	6.18891	4.3505
6.0809	4.42698	0.193358
1.01015	3.3216	2.41769
0.947239	4.28773	3.99111
2.49519	4.86796	1.17592
4.25464	0.938303	6.11304
3.09127	5.87105	1.56652
2.73315	2.06053	3.34751
4.89863	1.98996	0.69019
2.93509	5.03611	6.29397
0.69599	1.75099	5.72615
0.686322	4.2983	0.788696
4.28779	0.148041	5.24735
3.25435	5.53521	0.541516
4.32981	1.1632	1.23086
4.48517	4.29975	1.78547
5.64074	0.530875	2.98234
5.83487	6.26216	1.9749
1.67617	6.54304	6.5319
1.06951	2.22712	0.966559
2.50134	5.86459	2.71443
5.88974	3.10221	0.449988
4.21118	1.13627	3.31805
6.17218	1.71513	0.669329
3.14035	1.10562	3.2403
6.37225	2.40364	4.55011
1.08637	3.20426	0.684298
0.591779	4.95073	1.76215
1.63185	0.976865	1.7995
5.07841	3.35716	1.55254
4.57051	0.0216798	6.6001
5.62835	1.35249	1.77404
5.44111	4.255	1.08094
6.45606	4.40502	1.28097
0.402393	2.1512	3.09837
2.9846	5.23771	3.67238
2.7197	6.18737	6.50916
1.39849	3.13101	4.12602
1.66994	3.66488	3.12996
2.87449	2.64271	1.81509
4.30365	2.8011	2.52709
6.18348	6.3191	3.0024
5.635	5.52991	0.738179
0.112203	0.543204	2.99802
2.32497	0.233892	5.525
2.90416	0.184579	1.15741
2.69772	3.41378	3.68888
0.439415	3.4347	1.52403
6.26186	1.41327	2.8918
4.46666	0.330373	2.75632
0.695879	2.37707	1.97369
0.603717	2.00364	4.14457
6.36345	0.505406	2.09277
2.67472	5.1338	4.67366
3.48685	4.33829	1.33029
